"","RiskPerformance","ExternalRiskEstimate","MSinceOldestTradeOpen","MSinceMostRecentTradeOpen","AverageMInFile","NumSatisfactoryTrades","NumTrades60Ever2DerogPubRec","NumTrades90Ever2DerogPubRec","PercentTradesNeverDelq","MSinceMostRecentDelq","MaxDelq2PublicRecLast12M","MaxDelqEver","NumTotalTrades","NumTradesOpeninLast12M","PercentInstallTrades","MSinceMostRecentInqexcl7days","NumInqLast6M","NumInqLast6Mexcl7days","NetFractionRevolvingBurden","NetFractionInstallBurden","NumRevolvingTradesWBalance","NumInstallTradesWBalance","NumBank2NatlTradesWHighUtilization","PercentTradesWBalance"
"247","Good",75,292,7,102,22,0,0,100,83,"7","8",22,1,27,7,0,0,31,-8,6,2,1,62
"248","Bad",71,367,7,145,38,0,0,95,59,"6","6",41,1,29,1,4,4,21,97,13,2,1,73
"249","Good",72,349,8,142,32,0,0,82,28,"6","6",34,2,26,0,1,1,1,57,1,4,0,30
"250","Good",68,262,11,113,21,2,0,74,14,"6","5",23,1,17,0,0,0,38,-8,3,-8,3,25
"251","Bad",72,117,1,48,13,1,0,87,72,"6","5",15,1,47,24,3,3,42,100,3,2,0,100
"252","Good",69,82,7,46,33,0,0,100,83,"7","8",34,3,32,0,0,0,46,81,7,4,2,73
"253","Bad",66,133,11,128,14,1,1,80,8,"4","2",15,1,60,24,0,0,44,84,4,2,1,100
"254","Bad",56,160,23,80,16,0,0,83,6,"4","6",18,0,44,0,0,0,112,91,6,2,6,89
"255","Bad",72,131,9,69,28,2,0,92,23,"6","5",38,2,47,0,2,2,18,66,2,5,-8,88
"256","Bad",56,68,4,25,22,0,0,91,31,"6","6",22,8,27,0,2,2,81,91,9,3,3,71
"257","Good",54,291,3,108,29,2,0,89,1,"3","5",35,1,37,12,0,0,44,43,5,3,3,73
"258","Bad",73,186,6,73,22,0,0,91,33,"6","6",22,2,45,0,0,0,101,93,2,2,1,100
"259","Bad",68,150,3,67,20,0,0,90,6,"4","6",20,4,60,0,3,3,69,71,3,3,1,75
"260","Good",83,140,4,75,27,0,0,100,83,"7","8",29,4,52,0,3,2,12,100,2,3,0,71
"261","Good",77,161,2,69,20,0,0,96,25,"6","6",23,3,4,16,0,0,14,-8,4,-8,1,38
"262","Bad",61,256,12,99,14,1,0,68,2,"4","5",19,0,58,24,0,0,63,89,2,4,1,88
"263","Good",71,386,2,86,30,1,0,97,10,"3","5",33,2,24,0,0,0,24,60,5,5,1,53
"264","Good",85,259,7,78,11,0,0,100,83,"7","8",11,1,36,0,0,0,6,86,2,2,0,50
"265","Bad",57,23,8,56,4,2,1,67,16,"6","4",1,1,33,1,2,2,92,75,1,1,-8,67
"266","Bad",64,143,9,79,12,1,1,88,48,"6","6",16,2,31,0,0,0,61,83,1,1,1,33
"267","Bad",61,250,4,66,47,1,1,100,83,"6","8",49,2,39,0,2,2,73,61,14,4,5,90
"268","Good",81,216,4,70,32,0,0,100,83,"7","8",22,5,22,24,0,0,4,54,8,2,0,56
"269","Bad",71,72,1,25,19,0,0,100,83,"7","8",20,4,65,0,2,2,21,88,1,6,1,64
"270","Bad",66,145,1,68,33,0,0,100,83,"7","8",52,6,36,24,0,0,91,75,9,7,6,100
"271","Good",65,176,5,72,12,2,2,79,10,"4","3",14,2,36,20,0,0,58,-8,5,1,3,60
"272","Good",74,197,8,93,49,0,0,100,83,"7","8",49,1,29,8,0,0,37,-8,6,2,1,53
"273","Good",71,205,17,92,39,0,0,100,83,"7","8",41,0,25,7,0,0,47,-8,8,4,5,57
"274","Bad",74,341,4,89,26,2,1,82,8,"4","4",33,2,4,6,0,0,7,49,6,1,0,50
"275","Bad",74,91,4,48,2,0,0,50,83,"5","7",2,1,100,3,3,3,-8,97,-8,2,-8,100
"276","Bad",59,132,34,80,11,3,0,47,2,"3","5",17,0,41,0,2,2,2,-8,2,1,0,67
"277","Good",62,80,3,31,7,2,1,78,59,"6","2",9,3,22,0,3,3,25,80,4,2,0,86
"278","Bad",58,192,5,95,21,0,0,90,3,"4","6",21,4,10,0,2,2,51,-8,5,-8,4,38
"279","Bad",64,244,8,78,43,0,0,100,83,"7","8",44,4,25,0,6,6,88,-8,13,4,6,86
"280","Good",90,-8,2,81,8,0,0,100,83,"7","8",10,1,20,24,1,1,0,-8,0,1,0,20
"281","Good",71,409,12,137,44,0,0,100,83,"7","8",44,0,18,1,2,2,47,93,14,3,4,60
"282","Good",82,589,3,213,6,0,0,100,83,"7","8",6,2,17,0,1,1,30,-8,3,-8,1,60
"283","Good",62,150,6,36,25,0,0,100,83,"7","8",26,4,58,5,0,0,70,60,7,4,2,92
"284","Bad",63,376,6,99,18,0,0,94,5,"4","6",18,1,22,24,3,2,53,-8,8,1,1,100
"285","Bad",61,128,11,60,11,4,3,73,42,"6","2",15,1,60,24,3,3,47,91,1,5,0,86
"286","Good",58,152,12,69,20,4,3,86,2,"4","3",23,0,55,0,0,0,44,-8,6,1,1,64
"287","Bad",83,182,18,89,8,0,0,100,83,"7","8",8,0,13,0,4,4,28,-8,1,-8,0,20
"288","Good",80,236,4,88,39,0,0,90,27,"6","6",41,4,32,0,2,1,1,56,4,1,0,63
"289","Bad",84,213,13,114,27,0,0,100,83,"7","8",30,0,7,0,0,0,26,65,4,2,0,75
"290","Good",72,73,2,34,30,0,0,100,83,"7","8",31,4,19,0,4,4,21,95,7,3,2,50
"291","Good",87,146,6,85,6,0,0,100,83,"7","8",6,1,50,6,0,0,14,-8,1,2,0,75
"292","Bad",74,111,2,52,26,0,0,100,83,"7","8",29,5,34,0,0,0,46,92,5,2,2,64
"293","Good",81,407,8,90,31,0,0,100,83,"7","8",33,1,36,0,4,4,0,76,2,2,1,45
"294","Bad",64,154,3,64,19,1,1,95,10,"0","2",20,2,20,24,1,1,60,33,8,2,2,73
"295","Bad",77,179,4,59,44,0,0,93,59,"6","6",45,3,56,0,2,2,10,65,3,1,0,45
"296","Good",84,312,3,86,40,0,0,100,83,"7","8",40,3,25,24,1,1,1,-8,3,6,0,41
"297","Bad",59,156,18,94,20,3,3,85,24,"0","6",20,0,15,24,3,3,63,-8,6,1,1,64
"298","Good",89,265,30,129,17,0,0,100,83,"7","8",17,0,12,0,1,0,9,-8,5,1,0,50
"299","Bad",63,158,1,34,9,1,1,91,-8,"6","6",11,3,55,0,2,2,81,94,3,3,1,86
"300","Good",82,191,12,98,9,1,0,90,35,"6","5",10,0,60,3,1,1,0,78,0,2,0,60
"301","Bad",66,186,9,61,24,1,1,100,83,"6","8",27,1,63,0,0,0,79,85,6,6,3,100
"302","Bad",68,125,9,95,14,3,3,94,58,"0","2",16,1,50,7,0,0,14,97,2,2,0,57
"303","Good",81,333,9,108,26,0,0,100,83,"7","8",26,2,12,1,3,3,1,40,7,2,0,59
"304","Bad",55,47,7,23,13,0,0,77,7,"4","6",13,2,62,24,0,0,93,91,2,3,2,75
"305","Bad",92,250,66,139,7,0,0,100,83,"7","8",4,0,0,24,1,1,1,-8,5,-8,0,83
"306","Bad",81,109,7,61,12,0,0,100,83,"7","8",12,2,67,0,1,1,8,82,1,8,0,82
"307","Good",78,249,7,86,37,0,0,100,83,"7","8",54,5,42,2,4,4,41,84,4,6,0,79
"308","Good",79,214,4,85,37,0,0,97,8,"4","6",15,2,27,4,2,2,6,78,3,3,0,38
"309","Bad",75,177,2,84,28,0,0,100,83,"7","8",31,3,32,24,0,0,44,97,6,3,3,77
"310","Bad",63,95,3,37,19,2,2,100,83,"6","8",19,4,37,24,2,2,43,67,5,4,1,69
"311","Bad",67,269,10,65,22,0,0,79,3,"4","6",24,1,33,24,0,0,21,70,4,3,0,58
"312","Bad",73,330,7,131,6,0,0,67,14,"6","6",6,1,50,7,0,0,59,-8,2,1,0,75
"313","Bad",56,119,11,58,21,1,1,86,11,"0","6",21,1,14,24,0,0,47,-8,5,-8,3,67
"314","Bad",63,118,1,63,65,0,0,100,83,"7","8",3,3,75,7,0,0,59,95,10,2,3,86
"315","Good",74,195,10,75,34,0,0,100,83,"7","8",34,2,29,24,0,0,20,30,6,4,2,67
"316","Bad",74,191,1,64,18,0,0,89,13,"6","6",19,4,42,0,3,3,12,86,2,2,1,40
"317","Bad",65,94,6,43,31,2,1,91,38,"6","5",36,5,42,0,0,0,18,88,5,3,0,50
"318","Good",64,285,4,134,20,1,1,100,83,"0","8",4,1,30,0,6,6,5,-8,4,1,1,75
"319","Bad",58,118,21,66,14,3,0,75,3,"4","5",20,0,30,0,0,0,62,66,5,4,0,90
"320","Bad",72,265,16,154,13,2,1,81,26,"5","4",16,0,56,0,1,1,41,83,4,2,0,100
"321","Bad",65,196,2,52,60,0,0,98,55,"6","6",74,7,35,0,5,5,63,61,8,4,2,71
"322","Bad",59,90,4,55,52,0,0,98,3,"4","6",22,3,33,0,2,2,15,51,9,6,2,60
"323","Bad",63,124,4,70,41,0,0,86,4,"4","6",43,2,47,0,0,0,17,71,4,5,0,48
"324","Good",76,163,5,80,44,0,0,100,83,"7","8",68,2,28,24,1,1,14,57,8,3,2,58
"325","Bad",72,325,4,97,15,1,0,82,11,"3","5",17,1,47,0,0,0,21,64,5,3,2,67
"326","Bad",64,139,22,109,3,2,1,80,7,"3","5",5,0,60,0,2,2,-8,-8,-8,1,-8,100
"327","Good",73,188,2,58,23,0,0,100,83,"7","8",25,5,40,0,4,4,43,87,5,3,2,62
"328","Good",83,154,4,57,13,0,0,93,-8,"6","6",14,1,43,0,0,0,4,80,1,4,1,45
"329","Good",89,209,54,101,11,0,0,100,83,"7","8",11,0,55,6,0,0,3,-8,1,1,0,50
"330","Bad",84,212,11,82,13,0,0,87,55,"6","6",15,1,47,10,0,0,5,-8,1,1,0,67
"331","Good",81,76,11,53,8,0,0,100,83,"7","8",8,1,25,0,1,1,21,64,1,2,0,100
"332","Bad",54,112,3,54,16,1,0,72,4,"3","5",19,2,47,5,0,0,54,49,2,2,1,67
"333","Good",72,199,0,84,15,1,1,94,35,"6","2",19,3,47,0,3,3,10,-8,4,-8,0,56
"334","Good",77,255,5,72,40,0,0,100,83,"7","8",45,7,22,24,1,1,3,71,7,5,1,46
"335","Good",79,158,3,54,23,0,0,100,83,"7","8",25,2,38,3,2,2,14,130,1,2,0,50
"336","Bad",54,142,2,61,23,4,3,76,4,"4","3",30,4,52,4,1,1,51,73,5,6,1,80
"337","Good",79,99,12,28,4,0,0,100,83,"7","8",16,0,50,-8,0,0,40,-8,1,-8,0,50
"338","Good",68,305,7,85,32,0,0,94,47,"5","6",34,2,38,0,1,1,42,61,4,4,2,67
"339","Bad",65,238,5,89,52,1,0,93,3,"3","5",66,2,25,6,1,0,46,78,12,5,4,75
"340","Bad",74,297,6,140,24,2,1,89,72,"6","2",28,2,21,0,0,0,42,-8,9,-8,2,69
"341","Bad",70,222,20,81,46,0,0,100,83,"7","8",33,0,9,24,2,2,72,54,10,3,7,52
"342","Bad",67,101,10,45,24,0,0,100,83,"7","8",25,1,38,0,4,4,24,67,3,3,2,43
"343","Bad",57,220,3,73,31,0,0,94,1,"4","6",35,2,54,3,1,1,81,-8,7,1,3,80
"344","Good",66,197,10,73,28,0,0,90,5,"4","6",29,2,24,0,1,1,12,-8,7,1,1,57
"345","Bad",81,163,22,55,24,0,0,92,16,"6","6",24,0,25,0,0,0,0,-8,1,2,0,33
"346","Bad",61,58,15,41,2,4,4,100,83,"0","8",7,0,67,0,0,0,0,-8,0,-8,-8,0
"347","Bad",58,116,15,74,11,2,0,53,6,"4","5",15,0,27,24,0,0,85,43,4,3,2,78
"348","Good",69,117,7,34,8,0,0,89,44,"6","6",9,1,78,0,3,2,0,94,0,3,-8,75
"349","Good",91,278,29,123,17,0,0,100,83,"7","8",19,0,32,-8,0,0,1,-8,4,1,0,63
"350","Good",80,215,2,121,40,0,0,98,47,"6","6",26,6,11,2,3,3,1,81,5,4,0,35
"351","Good",75,398,7,147,12,1,1,100,83,"6","8",14,2,17,6,0,0,0,97,1,1,0,18
"352","Good",54,73,20,45,13,2,2,50,5,"1","3",15,0,43,0,0,0,33,33,3,3,0,86
"353","Good",93,417,25,235,9,0,0,100,83,"7","8",9,0,22,-8,1,0,0,-8,1,-8,0,40
"354","Bad",76,71,6,34,13,0,0,100,83,"7","8",15,2,40,0,1,1,27,83,2,3,0,63
"355","Bad",76,384,6,87,24,1,1,96,32,"6","3",27,2,26,24,0,0,4,-8,4,1,0,45
"356","Good",73,251,3,77,33,0,0,100,83,"7","8",37,3,35,0,2,2,20,62,7,2,2,69
"357","Good",83,269,14,122,17,0,0,100,83,"7","8",17,0,47,0,0,0,24,-8,4,1,0,100
"358","Good",76,190,23,98,24,0,0,100,83,"7","8",29,0,41,2,2,2,50,32,4,1,1,100
"359","Good",65,37,2,16,8,0,0,100,83,"7","8",9,4,33,11,0,0,73,98,4,2,2,100
"360","Good",77,141,14,79,13,0,0,77,11,"4","6",13,0,23,-8,0,0,4,-8,2,1,0,60
"361","Bad",62,181,9,70,9,1,0,60,6,"4","5",10,1,60,24,1,1,64,11,2,2,1,100
"362","Bad",56,-8,10,43,7,1,0,38,0,"3","5",0,1,25,24,0,0,26,-8,2,1,0,57
"363","Good",85,166,11,81,22,0,0,100,83,"7","8",22,1,36,-8,0,0,0,55,0,2,0,29
"364","Bad",65,138,5,68,35,0,0,97,83,"5","7",36,2,53,0,0,0,76,78,12,4,2,100
"365","Good",80,138,1,52,11,0,0,100,83,"7","8",12,2,25,0,2,2,32,87,1,2,-8,75
"366","Bad",84,365,5,75,20,0,0,95,53,"6","6",31,3,0,19,0,0,8,-8,3,-8,0,31
"367","Good",61,197,10,84,18,5,4,63,7,"4","3",24,1,58,0,0,0,0,-8,1,1,-8,50
"368","Good",76,78,3,70,23,0,0,100,83,"7","8",2,5,8,0,2,2,76,-8,5,-8,2,56
"369","Good",81,325,9,117,20,1,0,95,35,"6","5",21,3,52,10,0,0,3,31,2,2,0,63
"370","Good",80,173,2,67,35,0,0,100,83,"7","8",36,1,22,10,0,0,4,100,3,2,0,26
"371","Good",84,196,13,144,48,0,0,100,83,"7","8",19,0,36,0,3,2,23,-8,4,1,1,56
"372","Bad",69,159,12,57,18,0,0,95,32,"6","6",20,0,20,0,0,0,83,-8,5,1,2,75
"373","Good",89,485,66,196,6,0,0,100,83,"7","8",6,0,17,-8,0,0,6,-8,1,-8,0,33
"374","Good",76,186,1,83,21,0,0,96,11,"4","6",25,4,28,24,2,2,12,-8,3,-8,0,44
"375","Good",81,113,2,53,15,0,0,100,83,"7","8",16,3,0,24,1,1,19,-8,4,-8,0,44
"376","Good",65,129,10,64,30,0,0,78,2,"4","6",32,3,34,0,1,1,17,99,2,10,0,67
"377","Good",77,175,8,54,13,1,1,100,83,"6","8",13,1,15,0,1,1,6,-8,2,1,0,75
"378","Bad",79,165,7,66,41,0,0,100,83,"7","8",30,3,51,0,4,3,8,80,8,4,1,86
"379","Good",79,96,3,49,29,0,0,100,83,"7","8",32,3,50,24,2,2,20,81,5,4,1,75
"380","Bad",62,144,6,81,4,5,3,33,17,"6","2",9,1,22,24,0,0,36,59,2,1,0,75
"381","Bad",77,223,3,61,22,0,0,100,83,"7","8",22,4,5,2,3,3,44,97,5,1,2,46
"382","Bad",59,-8,3,46,27,0,0,100,83,"7","8",0,4,37,1,5,5,63,72,9,6,3,94
"383","Good",79,180,3,79,26,1,0,96,56,"6","5",32,2,4,-8,0,0,15,50,7,1,0,73
"384","Bad",54,376,23,179,43,5,1,79,2,"3","2",53,0,13,24,0,0,68,35,24,4,7,91
"385","Good",75,356,15,122,20,1,0,82,8,"6","5",22,0,18,18,0,0,23,-8,5,1,0,60
"386","Good",88,196,5,85,32,0,0,100,83,"7","8",32,1,16,0,1,1,8,-8,1,-8,0,10
"387","Bad",56,4,4,4,1,1,1,100,83,"7","8",2,1,100,0,2,1,-8,100,-8,1,-8,100
"388","Good",78,150,6,63,37,0,0,100,83,"7","8",40,1,18,0,0,0,3,63,2,2,0,50
"389","Good",68,255,10,71,11,2,2,92,57,"6","2",12,2,42,0,0,0,45,43,6,2,1,100
"390","Good",86,170,37,106,12,0,0,100,83,"7","8",12,0,25,-8,0,0,18,-8,2,1,0,60
"391","Good",56,195,2,57,40,0,0,95,7,"4","6",83,2,37,1,4,4,38,83,8,6,4,71
"392","Good",75,301,32,166,9,2,1,62,20,"6","4",13,0,46,0,2,2,0,-8,0,-8,0,0
"393","Good",68,295,3,107,20,0,0,90,2,"4","6",21,1,24,0,1,1,32,-8,4,1,2,56
"394","Bad",70,72,5,22,10,0,0,100,83,"7","8",8,2,40,24,1,0,64,73,6,2,1,100
"395","Bad",63,349,4,111,34,0,0,97,16,"6","6",35,1,6,19,0,0,83,-8,18,1,12,91
"396","Good",68,191,7,67,25,1,1,89,20,"6","3",32,2,22,15,1,0,51,44,9,2,5,73
"397","Bad",63,32,4,20,5,0,0,80,17,"6","6",5,1,20,24,2,2,83,33,1,1,1,60
"398","Good",85,251,5,80,45,0,0,98,43,"6","6",48,3,17,0,1,1,3,-8,2,1,0,20
"399","Good",69,99,8,40,16,0,0,94,8,"4","6",17,3,19,9,0,0,22,-8,5,-8,1,100
"400","Good",85,273,12,113,15,0,0,100,83,"7","8",16,0,19,0,0,0,1,-8,4,1,0,56
"401","Good",75,204,17,86,28,1,1,100,83,"0","8",46,0,10,14,0,0,1,49,2,1,0,19
"402","Good",76,146,12,54,13,0,0,100,83,"7","8",14,0,36,0,0,0,48,49,2,3,0,100
"403","Good",71,189,14,94,21,1,1,95,50,"6","6",22,0,41,3,2,2,71,79,1,2,-8,38
"404","Bad",68,222,6,103,16,1,0,84,20,"5","5",19,2,32,0,0,0,59,-8,5,-8,3,63
"405","Good",80,388,15,88,41,0,0,100,83,"7","8",42,0,14,0,2,1,16,72,12,2,0,74
"406","Good",57,179,12,70,13,2,1,75,0,"3","4",16,0,44,0,0,0,19,87,4,2,0,75
"407","Good",75,162,8,93,18,1,1,95,25,"6","2",19,1,26,0,0,0,19,82,4,3,0,78
"408","Good",77,126,8,61,25,0,0,92,42,"6","6",25,4,12,7,0,0,9,100,7,2,0,63
"409","Bad",57,81,6,41,22,0,0,95,12,"5","6",22,3,59,24,1,1,100,61,7,6,5,93
"410","Good",70,142,2,56,17,1,0,89,34,"6","5",19,2,37,2,1,1,52,63,4,3,2,67
"411","Good",83,205,3,105,7,0,0,100,83,"7","8",7,3,86,-8,0,0,-8,69,-8,3,-8,100
"412","Good",69,73,4,34,9,1,1,100,83,"6","8",9,2,44,9,0,0,32,84,3,3,1,86
"413","Bad",80,115,2,36,6,0,0,100,83,"7","8",13,4,14,0,5,5,4,95,3,1,0,67
"414","Bad",88,363,6,106,22,0,0,100,83,"7","8",23,1,36,5,2,2,1,68,5,3,0,62
"415","Bad",91,286,15,133,10,0,0,100,83,"7","8",10,0,20,0,0,0,10,-8,2,-8,0,40
"416","Good",82,215,32,73,10,0,0,100,83,"7","8",10,0,60,24,1,0,0,26,2,4,1,100
"417","Good",74,192,9,77,28,0,0,100,83,"7","8",28,3,11,24,0,0,26,-8,5,1,1,60
"418","Bad",68,115,12,59,15,0,0,93,4,"4","6",15,0,53,0,4,4,39,22,2,2,0,67
"419","Bad",80,267,15,69,9,1,0,80,30,"6","5",14,0,30,24,1,1,11,86,1,2,0,60
"420","Bad",72,63,3,38,5,0,0,100,83,"7","8",5,1,0,0,3,3,85,-8,4,-8,1,100
"421","Bad",63,145,2,23,12,1,1,100,83,"7","8",3,5,23,24,0,0,49,61,7,2,2,92
"422","Good",70,206,9,108,30,3,3,97,-8,"6","6",34,1,66,0,1,1,0,50,1,2,-8,80
"423","Good",77,237,5,78,27,0,0,100,83,"7","8",27,2,11,15,0,0,35,-8,5,1,2,67
"424","Bad",69,168,1,78,17,0,0,89,9,"4","6",10,2,58,24,2,2,34,69,3,5,1,80
"425","Good",66,162,12,76,35,1,0,93,12,"6","5",43,0,74,0,6,5,55,73,5,2,3,70
"426","Bad",59,128,19,64,3,2,0,20,3,"3","5",5,0,80,0,0,0,0,90,0,2,-8,67
"427","Good",81,330,1,102,38,0,0,95,18,"6","6",40,3,18,1,2,2,3,76,2,2,0,20
"428","Good",65,494,6,99,39,1,1,100,83,"6","8",39,1,46,0,4,4,27,92,8,6,1,88
"429","Bad",74,232,18,101,10,1,1,91,53,"6","2",11,0,36,24,0,0,70,-8,2,1,1,75
"430","Bad",56,247,3,57,27,0,0,82,4,"4","6",28,3,46,0,1,1,88,99,4,2,3,86
"431","Good",64,116,14,47,43,0,0,100,83,"7","8",48,0,15,0,1,1,59,78,15,2,3,91
"432","Bad",63,201,9,82,37,0,0,84,1,"4","6",38,1,26,0,0,0,36,-8,7,1,2,40
"433","Good",78,176,13,100,36,2,2,100,83,"6","8",36,0,30,3,1,1,1,-8,1,2,0,33
"434","Bad",67,37,11,23,4,0,0,100,83,"7","8",4,1,25,0,0,0,86,-8,1,1,1,67
"435","Bad",58,247,2,62,30,0,0,94,1,"4","6",32,4,34,9,0,0,62,70,5,2,2,89
"436","Bad",75,109,3,50,21,0,0,95,28,"6","6",21,6,71,24,2,2,43,73,3,5,0,89
"437","Good",66,192,8,69,16,1,1,100,83,"0","8",17,1,29,7,0,0,15,81,3,3,1,60
"438","Bad",83,284,34,93,9,0,0,100,83,"7","8",22,0,33,7,0,0,0,50,0,1,0,25
"439","Bad",73,148,0,47,24,0,0,93,6,"4","6",34,9,43,24,9,9,14,67,2,4,0,67
"440","Good",83,363,27,127,20,0,0,85,16,"6","6",20,0,40,-8,0,0,0,-8,1,2,0,57
"441","Bad",61,104,3,50,37,0,0,86,20,"6","6",37,2,38,24,4,4,52,94,6,5,3,65
"442","Good",87,171,6,141,40,0,0,100,83,"7","8",57,2,39,6,0,0,5,-8,2,2,0,31
"443","Good",82,292,35,137,19,0,0,95,25,"6","6",20,0,11,0,2,2,2,-8,1,2,0,30
"444","Bad",79,380,1,156,13,0,0,100,83,"7","8",16,2,19,0,5,4,24,-8,4,1,1,71
"445","Good",56,166,8,72,18,1,0,77,3,"4","5",22,2,32,5,2,2,82,28,5,2,3,88
"446","Bad",62,201,3,84,31,1,0,69,11,"4","5",39,2,9,24,4,4,13,99,4,1,2,36
"447","Bad",74,390,0,81,24,1,1,93,7,"0","2",27,3,44,0,1,1,26,87,2,2,0,40
"448","Bad",77,154,1,47,22,0,0,100,83,"7","8",24,2,30,18,0,0,12,36,2,2,1,71
"449","Bad",61,247,4,95,36,0,0,92,1,"4","6",39,1,59,0,1,1,87,99,8,4,3,93
"450","Bad",69,280,2,66,19,0,0,96,4,"4","6",23,4,52,0,3,3,32,76,6,4,0,77
"451","Bad",64,195,5,52,30,0,0,100,83,"7","8",30,5,33,0,4,3,75,-8,5,2,2,50
"452","Bad",58,353,10,151,42,1,1,95,1,"2","4",44,1,30,0,1,1,19,56,9,4,1,56
"453","Bad",79,280,5,91,44,0,0,100,83,"7","8",21,2,23,18,0,0,17,91,5,3,1,30
"454","Bad",63,208,3,42,8,0,0,100,83,"7","8",8,3,88,0,3,2,165,92,1,4,-8,100
"455","Bad",61,-8,3,58,12,4,4,83,18,"6","6",12,2,33,0,2,2,68,65,4,3,0,64
"456","Bad",80,247,11,133,45,0,0,92,25,"6","6",53,1,45,24,0,0,2,29,5,4,0,53
"457","Bad",65,141,3,25,12,3,3,100,83,"6","8",18,1,50,0,7,7,16,65,3,4,0,78
"458","Good",77,145,2,36,7,0,0,100,83,"7","8",8,4,25,3,3,3,42,-8,1,2,0,60
"459","Good",90,170,12,94,16,0,0,100,83,"7","8",16,0,38,-8,0,0,8,-8,3,1,0,57
"460","Good",77,390,6,103,30,0,0,100,83,"6","7",30,3,43,0,1,1,45,79,3,3,1,60
"461","Good",86,327,8,109,18,0,0,100,83,"7","8",18,1,28,0,0,0,18,-8,2,1,0,43
"462","Bad",74,124,11,80,36,4,2,91,23,"6","3",45,1,69,0,0,0,7,66,3,9,0,75
"463","Bad",67,188,12,92,24,2,0,75,45,"6","5",32,0,59,10,0,0,60,-8,5,1,0,75
"464","Bad",75,78,3,41,6,0,0,100,83,"7","8",6,1,67,0,4,4,56,101,2,1,0,100
"465","Good",74,100,2,32,25,0,0,100,83,"7","8",27,6,30,3,2,2,15,93,4,2,1,43
"466","Good",73,131,6,54,11,0,0,100,83,"7","8",11,1,27,0,2,2,76,98,5,1,2,100
"467","Good",86,232,2,109,23,0,0,100,83,"7","8",7,1,4,-8,0,0,4,-8,4,1,1,29
"468","Good",59,189,3,107,16,1,0,60,8,"4","5",20,1,25,24,0,0,78,96,5,2,2,88
"469","Bad",63,207,11,74,45,0,0,100,83,"7","8",46,1,13,7,0,0,85,20,10,2,5,57
"470","Good",91,450,29,196,12,0,0,100,83,"7","8",12,0,8,-8,0,0,6,-8,2,-8,0,67
"471","Bad",72,209,2,95,41,0,0,100,83,"7","8",42,3,38,0,1,1,42,-8,7,2,2,82
"472","Good",90,135,9,76,16,0,0,100,83,"7","8",16,1,56,0,0,0,3,-8,1,2,0,75
"473","Good",66,263,5,103,33,0,0,94,1,"4","6",48,2,32,0,2,2,14,48,7,4,2,61
"474","Good",66,272,2,95,44,0,0,100,83,"7","8",49,3,29,0,4,4,63,64,16,4,6,80
"475","Good",67,-8,14,67,3,1,1,100,83,"6","8",0,0,0,0,2,2,42,-8,2,-8,0,100
"476","Good",82,172,0,71,23,0,0,100,83,"7","8",24,4,54,0,1,1,4,81,4,3,0,70
"477","Bad",64,203,13,88,9,3,0,57,12,"6","5",21,0,50,14,0,0,0,80,1,4,-8,83
"478","Good",64,230,11,108,35,0,0,92,4,"4","6",39,1,47,2,1,1,56,40,7,8,2,83
"479","Good",83,155,6,65,9,0,0,100,83,"7","8",10,2,44,1,1,1,7,58,2,2,0,71
"480","Bad",67,235,2,77,34,0,0,100,83,"7","8",35,6,20,24,2,2,51,48,13,2,4,71
"481","Bad",82,182,8,70,25,0,0,100,83,"7","8",26,1,8,0,2,2,6,-8,2,1,0,30
"482","Bad",74,264,11,64,28,0,0,96,29,"6","6",58,1,29,24,5,5,37,-8,5,2,1,44
"483","Good",64,320,2,96,40,0,0,93,24,"6","6",42,2,37,0,7,7,35,77,14,2,1,80
"484","Bad",60,82,14,38,19,0,0,95,12,"6","6",20,0,35,16,0,0,68,-8,6,2,3,62
"485","Bad",59,78,4,30,23,0,0,100,83,"7","8",25,6,25,0,3,3,44,86,8,5,5,76
"486","Bad",77,159,15,94,15,0,0,93,40,"6","6",9,0,33,14,0,0,60,-8,4,2,2,50
"487","Good",85,182,17,96,19,0,0,96,48,"6","6",24,0,42,9,0,0,5,-8,2,1,0,75
"488","Good",92,428,6,156,10,0,0,100,83,"7","8",11,1,9,-8,0,0,0,-8,1,1,0,40
"489","Good",73,285,3,83,35,0,0,97,70,"6","6",28,7,14,24,2,1,18,93,8,3,1,46
"490","Good",67,210,36,91,24,1,0,80,21,"6","5",25,0,32,0,2,2,75,7,3,4,2,70
"491","Bad",65,151,9,55,14,1,1,100,83,"6","8",16,2,21,1,1,1,76,-8,6,1,4,70
"492","Bad",55,270,5,89,20,0,0,76,0,"4","6",21,2,14,0,2,2,51,-8,11,1,2,86
"493","Good",70,395,3,72,45,0,0,100,83,"7","8",66,1,30,1,3,3,33,100,9,2,1,85
"494","Good",81,160,5,79,27,0,0,100,83,"7","8",21,2,56,24,0,0,46,26,3,3,1,67
"495","Good",78,114,2,32,8,0,0,100,83,"7","8",9,3,67,1,2,2,39,69,1,1,0,67
"496","Good",76,432,14,115,24,0,0,96,7,"4","6",24,0,21,0,4,4,13,-8,7,2,0,63
"497","Good",81,183,6,75,45,0,0,100,83,"7","8",45,4,44,0,0,0,34,95,1,4,0,40
"498","Bad",75,160,4,57,30,0,0,100,83,"7","8",31,5,55,0,2,2,7,85,3,9,0,86
